brand,name,type,country,ingredient_list,ingredient_count,claimed_concerns,positive_concerns,negative_concerns,condition_concerns,positive_count,negative_count,condition_count,has_fragrance,has_drying_alcohol,has_irritants,has_vitamin_c,has_hyaluronic_acid,has_niacinamide,has_ceramides,has_aha,has_bha,has_retinoids,has_peptides,has_antioxidants,antioxidant_list,humectant_list,emollient_list,occlusive_list,peptide_list,retinoid_list,exfoliant_list,plant_extract_list,absorbent_list,film_forming_list,texture_enhancer_list,fragrance_ingredients,irritant_ingredients,drying_alcohol_ingredients
Q + A,Apple AHA Exfoliating Gel,exfoliator,England,"['Water' 'Glycerin' 'Propanediol' 'Panthenol' 'Malic Acid'
 'Pyrus Malus Fruit Extract' 'Succinoglycan' 'Glycolic Acid' 'Lactic Acid'
 'Aloe Barbadensis Leaf Juice Powder' 'Sodium Gluconate' 'Allantoin'
 'Phenoxyethanol' 'Caprylyl Glycol' 'Betaine' 'Sodium Hydroxide'
 'Citric Acid']",17,"['good_for_oily_skin' 'reduces_irritation' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'brightening' 'drying'
 'irritating' 'rosacea' 'eczema']","['good_for_oily_skin' 'reduces_irritation' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'brightening']",['drying' 'irritating'],['rosacea' 'eczema'],7,2,2,False,False,False,False,False,False,False,True,False,False,False,True,['Pyrus Malus Fruit Extract'],"['Glycerin', 'Panthenol', 'Glycolic Acid', 'Lactic Acid', 'Sodium Gluconate', 'Betaine']",[],[],[],[],"['Malic Acid', 'Glycolic Acid', 'Lactic Acid']","['Pyrus Malus Fruit Extract', 'Aloe Barbadensis Leaf Juice Powder', 'Allantoin', 'Caprylyl Glycol']",[],[],"['Glycerin', 'Propanediol', 'Succinoglycan']",[],[],[]
Q + A,Peptide Serum,serum,England,"['Water' 'Propylene Glycol' 'Betaine' 'Pentylene Glycol' 'Xanthan Gum'
 'Aloe Barbadensis Leaf Juice Powder' 'Sodium Phytate' 'Glycerin'
 'Lonicera Caprifolium Flower Extract' 'Biosaccharide Gum-1'
 'Lonicera Japonica Flower Extract' 'Sodium Levulinate' 'Tripeptide-29'
 'Sodium Hyaluronate' 'Sodium Ascorbyl Phosphate' 'Magnesium PCA'
 'Lactic Acid' 'Glyceryl Caprylate' 'Cocoyl Proline' 'Sodium Anisate'
 'Leuconostoc Ferment Filtrate' 'Citric Acid']",22,"['hydrating' 'redness_reducing' 'skin_texture' 'reduces_large_pores'
 'anti_aging' 'dark_spots' 'brightening' 'drying' 'irritating' 'rosacea'
 'eczema']","['hydrating' 'redness_reducing' 'skin_texture' 'reduces_large_pores'
 'anti_aging' 'dark_spots' 'brightening']",['drying' 'irritating'],['rosacea' 'eczema'],7,2,2,False,False,False,True,True,False,False,True,False,False,True,True,"['Sodium Hyaluronate', 'Sodium Ascorbyl Phosphate']","['Propylene Glycol', 'Betaine', 'Pentylene Glycol', 'Glycerin', 'Biosaccharide Gum-1', 'Sodium Levulinate', 'Sodium Hyaluronate', 'Magnesium PCA', 'Lactic Acid']",['Glyceryl Caprylate'],[],['Tripeptide-29'],[],['Lactic Acid'],"['Aloe Barbadensis Leaf Juice Powder', 'Lonicera Caprifolium Flower Extract', 'Lonicera Japonica Flower Extract']",[],['Biosaccharide Gum-1'],"['Propylene Glycol', 'Xanthan Gum', 'Glycerin', 'Biosaccharide Gum-1']",[],[],[]
Dr. Denese SkinScience,Triple Strength Neck Wrinkle Smoother,general moisturizer,United States,"['Water' 'Butyrospermum Parkii Butter' 'Glycerin'
 'Prunus Amygdalus Dulcis Oil' 'Glycine' 'Theobroma Cacao Seed Butter'
 'Sodium Caprylate' 'Hydrogenated Polydecene' 'Laureth-8'
 'Hydrogenated Lecithin' 'Palmitoyl Oligopeptide' 'Palmitoyl Tripeptide-1'
 'Retinol' 'Glucosamine Hcl' 'Collagen' 'Sodium Hyaluronate'
 'Aloe Barbadensis Leaf Extract' 'Hydrolyzed Wheat Protein'
 'Algae Extract' 'Yeast Extract' 'Phytic Acid' 'Triticum Vulgare Germ Oil'
 'Simmondsia Chinensis Seed Oil' 'Sorbitol' 'Tocopherol'
 'Anthemis Nobilis Flower Extract' 'Urtica Dioica Extract'
 'Equisetum Arvense Extract' 'Cucumis Sativus Fruit Extract'
 'Centella Asiatica Extract' 'Chlorella Vulgaris Extract'
 'Hydrolyzed Algin' 'Tocopheryl Acetate' 'Beta-Sitosterol' 'Niacin'
 'Calcium Pantothenate' 'Pyridoxine Hcl' 'Ascorbyl Palmitate'
 'Polysorbate 80' 'Retinyl Palmitate' 'Cholecalciferol Peg-12 Ether'
 'Thiamine Nitrate' 'Phytonadione Epoxide' 'Phenoxyethanol' 'Sorbic Acid'
 'Trisodium EDTA']",46,"['hydrating' 'good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'scar_healing'
 'acne_fighting' 'brightening' 'drying' 'acne_trigger' 'irritating'
 'eczema']","['hydrating' 'good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'scar_healing'
 'acne_fighting' 'brightening']",['drying' 'acne_trigger' 'irritating'],['eczema'],10,3,1,False,False,False,True,True,False,False,False,False,True,True,True,"['Butyrospermum Parkii Butter', 'Retinol', 'Sodium Hyaluronate', 'Aloe Barbadensis Leaf Extract', 'Algae Extract', 'Yeast Extract', 'Triticum Vulgare Germ Oil', 'Tocopherol', 'Anthemis Nobilis Flower Extract', 'Urtica Dioica Extract', 'Equisetum Arvense Extract', 'Cucumis Sativus Fruit Extract', 'Centella Asiatica Extract', 'Chlorella Vulgaris Extract', 'Tocopheryl Acetate', 'Niacin', 'Calcium Pantothenate', 'Ascorbyl Palmitate', 'Retinyl Palmitate']","['Glycerin', 'Glycine', 'Glucosamine HCL', 'Collagen', 'Sodium Hyaluronate', 'Aloe Barbadensis Leaf Extract', 'Hydrolyzed Wheat Protein', 'Phytic Acid', 'Sorbitol', 'Niacin']","['Butyrospermum Parkii Butter', 'Theobroma Cacao Seed Butter', 'Hydrogenated Polydecene', 'Hydrogenated Lecithin', 'Algae Extract', 'Triticum Vulgare Germ Oil', 'Simmondsia Chinensis Seed Oil', 'Beta-Sitosterol']",[],"['Palmitoyl Oligopeptide', 'Palmitoyl Tripeptide-1']","['Retinol', 'Retinyl Palmitate']",['Phytic Acid'],"['Butyrospermum Parkii Butter', 'Aloe Barbadensis Leaf Extract', 'Hydrolyzed Wheat Protein', 'Algae Extract', 'Triticum Vulgare Germ Oil', 'Simmondsia Chinensis Seed Oil', 'Anthemis Nobilis Flower Extract', 'Urtica Dioica Extract', 'Equisetum Arvense Extract', 'Cucumis Sativus Fruit Extract', 'Centella Asiatica Extract', 'Chlorella Vulgaris Extract', 'Beta-Sitosterol']",[],[],"['Glycerin', 'Sorbitol']",[],[],[]
Skin Functional,Anti-Oxidant Complexion Firmer,serum,South Africa,['Propanediol' 'Ascorbic Acid' 'Ferulic Acid'],3,['redness_reducing' 'skin_texture' 'anti_aging' 'dark_spots' 'brightening'],['redness_reducing' 'skin_texture' 'anti_aging' 'dark_spots' 'brightening'],[],[],5,0,0,False,False,False,True,False,False,False,False,False,False,False,True,"['Ascorbic Acid', 'Ferulic Acid']",[],[],[],[],[],[],['Ferulic Acid'],[],[],['Propanediol'],[],[],[]
COSRX,Balancium B5 D-Panthenol Ampoule,serum,South Korea,"['Water' 'Panthenol' 'Dipropylene Glycol' 'Pentylene Glycol' 'Glycerin'
 '2-Hexanediol' 'C12-14 Pareth-12' 'Carbomer' 'Diphenyl Dimethicone'
 'Triethylhexanoin' 'Tromethamine' 'Ethylhexylglycerin'
 'Hydrogenated Lecithin' 'Butylene Glycol' 'Hyaluronic Acid'
 'Hydrolyzed Hyaluronic Acid' 'Sodium Hyaluronate']",17,"['good_for_oily_skin' 'reduces_irritation' 'skin_texture' 'anti_aging'
 'scar_healing' 'brightening' 'irritating']","['good_for_oily_skin' 'reduces_irritation' 'skin_texture' 'anti_aging'
 'scar_healing' 'brightening']",['irritating'],[],6,1,0,False,False,False,False,True,False,False,False,False,False,False,True,"['Hyaluronic Acid', 'Sodium Hyaluronate']","['Panthenol', 'Pentylene Glycol', 'Glycerin', 'Triethylhexanoin', 'Ethylhexylglycerin', 'Butylene Glycol', 'Hyaluronic Acid', 'Hydrolyzed Hyaluronic Acid', 'Sodium Hyaluronate']",['Hydrogenated Lecithin'],['Triethylhexanoin'],[],[],[],[],[],[],"['Dipropylene Glycol', 'Glycerin', 'Carbomer', 'Butylene Glycol', 'Hyaluronic Acid']",[],[],[]
The INKEY List,Tranexamic Acid Night Treatment,facial treatment,United Kingdom,"['Water' 'Butylene Glycol' 'Glycerin' 'Ascorbyl Glucoside'
 'Tranexamic Acid' 'Euterpe Oleracea Fruit Extract'
 '1-Methylhydantoin-2-Imide' 'Sodium Acrylates Copolymer' 'Phenoxyethanol'
 'Carbomer' 'Sodium Hydroxide' 'Cetearyl Olivate' 'Benzyl Alcohol'
 'Sorbitan Olivate'
 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer'
 'Lecithin' 'Squalane' 'Ethylhexylglycerin' 'Sodium Gluconate'
 'Polysorbate 60' 'Dehydroacetic Acid' 'Lactobacillus Ferment'
 'Sorbitan Isostearate']",23,['redness_reducing' 'skin_texture' 'anti_aging' 'dark_spots' 'brightening'],['redness_reducing' 'skin_texture' 'anti_aging' 'dark_spots' 'brightening'],[],[],5,0,0,False,False,False,True,False,False,False,False,False,False,False,True,"['Ascorbyl Glucoside', 'Euterpe Oleracea Fruit Extract', 'Squalane']","['Butylene Glycol', 'Glycerin', 'Tranexamic Acid', 'Ethylhexylglycerin', 'Sodium Gluconate']","['Lecithin', 'Squalane']",[],[],[],[],['Euterpe Oleracea Fruit Extract'],[],['Sodium Acrylates Copolymer'],"['Butylene Glycol', 'Glycerin', 'Sodium Acrylates Copolymer', 'Carbomer', 'Cetearyl Olivate', 'Benzyl Alcohol', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer']",[],[],[]
Avant Skincare,Discovery Edit - Collagen Intense Radiance Activator Serum,serum,England,"['Water' 'Dicaprylyl Carbonate' 'Butylene Glycol'
 'Caprylic/Capric Triglyceride' 'Peg-100 Stearate' 'Glyceryl Stearate'
 'Betaine' 'Sodium Hyaluronate' 'Urea' 'Glycerin' 'Sorbitol'
 'Hydrolyzed Collagen' 'Trehalose' 'Lecithin' 'Serine' 'Niacinamide'
 'Arginine' 'Pyridoxine Hcl' 'Calcium Pantothenate' 'Phenylalanine'
 'Histidine Hcl' 'Tyrosine' 'Erythritol' 'Rna' 'Algin' 'Pullulan'
 'Tocopherol' 'Tocopheryl Acetate' 'Ascorbyl Palmitate'
 'Retinyl Palmitate' 'Ubiquinone' 'Thioctic Acid' 'Arachidyl Glucoside'
 'Disodium Adenosine Triphosphate' 'Mannitol' 'Maltodextrin'
 'Potassium Phosphate' 'Disodium Phosphate' 'Sodium Ascorbyl Phosphate'
 'Dimethicone' 'Caprylyl Glycol' 'Arachidyl Alcohol'
 'Sodium Starch Octenylsuccinate' 'Glyceryl Polyacrylate'
 'Glyceryl Linoleate' 'Glyceryl Linolenate' 'Glyceryl Caprylate' 'Silica'
 'Sodium Polyacrylate' 'Behenyl Alcohol' 'Cetyl Alcohol' 'Xanthan Gum'
 'Pentylene Glycol' 'Disodium EDTA' 'Citric Acid' 'Parfum'
 'Ethylhexylglycerin' 'Phenoxyethanol']",58,"['hydrating' 'good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'scar_healing'
 'acne_fighting' 'brightening' 'drying' 'irritating' 'rosacea' 'eczema']","['hydrating' 'good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'scar_healing'
 'acne_fighting' 'brightening']",['drying' 'irritating'],['rosacea' 'eczema'],10,2,2,True,False,True,True,True,True,False,True,False,True,False,True,"['Sodium Hyaluronate', 'Serine', 'Niacinamide', 'Arginine', 'Calcium Pantothenate', 'Phenylalanine', 'Algin', 'Pullulan', 'Tocopherol', 'Tocopheryl Acetate', 'Ascorbyl Palmitate', 'Retinyl Palmitate', 'Ubiquinone', 'Thioctic Acid', 'Sodium Ascorbyl Phosphate']","['Butylene Glycol', 'Betaine', 'Sodium Hyaluronate', 'Urea', 'Glycerin', 'Sorbitol', 'Hydrolyzed Collagen', 'Trehalose', 'Serine', 'Niacinamide', 'Arginine', 'Mannitol', 'Maltodextrin', 'Pentylene Glycol', 'Ethylhexylglycerin']","['Dicaprylyl Carbonate', 'Caprylic/Capric Triglyceride', 'Glyceryl Stearate', 'Lecithin', 'Algin', 'Dimethicone', 'Arachidyl Alcohol', 'Glyceryl Caprylate', 'Cetyl Alcohol']",['Silica'],[],['Retinyl Palmitate'],['Urea'],"['Caprylic/Capric Triglyceride', 'Algin', 'Caprylyl Glycol']","['Maltodextrin', 'Silica', 'Sodium Polyacrylate']","['Maltodextrin', 'Sodium Polyacrylate']","['Butylene Glycol', 'Caprylic/Capric Triglyceride', 'Glycerin', 'Sorbitol', 'Pullulan', 'Arachidyl Alcohol', 'Silica', 'Behenyl Alcohol', 'Cetyl Alcohol', 'Xanthan Gum']",['Parfum'],['Parfum'],[]
Skincare by Dr V,Antioxidant Power Serum,serum,United Kingdom,"['Cyclopentasiloxane' 'Dimethicone' 'Phenyl Trimethicone'
 'Trimethylsiloxysilicate' 'Ascorbyl Tetraisopalmitate'
 'Tocopheryl Acetate' 'Retinyl Palmitate' 'Ubiquinone' 'Glycerin'
 'Polysorbate 80' 'Tocopherol']",11,"['good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'scar_healing'
 'acne_fighting' 'brightening' 'drying' 'irritating']","['good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'scar_healing'
 'acne_fighting' 'brightening']",['drying' 'irritating'],[],9,2,0,False,False,False,True,False,False,False,False,False,True,False,True,"['Ascorbyl Tetraisopalmitate', 'Tocopheryl Acetate', 'Retinyl Palmitate', 'Ubiquinone', 'Tocopherol']","['Trimethylsiloxysilicate', 'Glycerin']","['Cyclopentasiloxane', 'Dimethicone', 'Phenyl Trimethicone']",['Trimethylsiloxysilicate'],[],['Retinyl Palmitate'],[],[],[],[],['Glycerin'],[],[],[]
The Purest Solutions,Exfoliating Facial Peeling AHA 10% + BHA 2%,exfoliator,Turkey,"['Water' 'Glycolic Acid' 'Ethoxydiglycol' 'Salicylic Acid'
 'Sodium Hydroxide' 'Anthocyanins' 'Phenethyl Alcohol' 'Glycerin'
 'Xanthan Gum' '2-Hexanediol' 'Citric Acid' 'Propylene Glycol'
 'Sodium PCA' 'Pentylene Glycol' 'Lactic Acid' 'Malic Acid'
 'Gluconic Acid' 'Ascorbic Acid' 'Tasmannia Lanceolata Fruit Extract'
 'Erythritol' 'Carrageenan' 'Sodium Acetylated Hyaluronate'
 'Sodium Hyaluronate' 'Sodium Hyaluronate Crosspolymer' 'Tartaric Acid'
 'Hydrolyzed Sodium Hyaluronate' 'Ethylhexylglycerin']",27,"['good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'acne_fighting'
 'brightening' 'drying' 'irritating' 'rosacea' 'eczema']","['good_for_oily_skin' 'redness_reducing' 'skin_texture'
 'reduces_large_pores' 'anti_aging' 'dark_spots' 'acne_fighting'
 'brightening']",['drying' 'irritating'],['rosacea' 'eczema'],8,2,2,False,False,False,True,True,False,False,True,True,False,False,True,"['Ascorbic Acid', 'Tasmannia Lanceolata Fruit Extract', 'Sodium Acetylated Hyaluronate', 'Sodium Hyaluronate', 'Sodium Hyaluronate Crosspolymer']","['Glycolic Acid', 'Salicylic Acid', 'Glycerin', 'Propylene Glycol', 'Sodium PCA', 'Pentylene Glycol', 'Lactic Acid', 'Sodium Acetylated Hyaluronate', 'Sodium Hyaluronate', 'Sodium Hyaluronate Crosspolymer', 'Hydrolyzed Sodium Hyaluronate', 'Ethylhexylglycerin']",[],[],[],[],"['Glycolic Acid', 'Salicylic Acid', 'Lactic Acid', 'Malic Acid', 'Tartaric Acid']","['Tasmannia Lanceolata Fruit Extract', 'Carrageenan']",[],[],"['Ethoxydiglycol', 'Glycerin', 'Xanthan Gum', 'Propylene Glycol', 'Carrageenan']",[],[],[]
Pacifica,Wake Up Beautiful Overnight Retinoid Cream,night moisturizer,United States,"['Water' 'Glyceryl Stearate Se' 'Glycerin' 'Helianthus Annuus Seed Oil'
 'Coco-Caprylate/Caprate' 'Cetyl Esters' 'Hydroxypinacolone Retinoate'
 'Inonotus Obliquus Extract' 'Melatonin' 'Chenopodium Quinoa Seed Oil'
 'Rosa Damascena Flower Water' 'Citrus Aurantium Amara Flower Extract'
 'Jasminum Officinale Flower Extract'
 'Lavandula Angustifolia Flower Extract' 'Rose Extract'
 'Paeonia Officinalis Flower Extract' 'Prunus Serrulata Flower Extract'
 'Sambucus Nigra Flower Extract' 'Rosa Damascena Flower Oil' 'Tocopherol'
 'Caprylic/Capric Triglyceride' 'Dimethyl Isosorbide' 'Sclerotium Gum'
 'Potassium Sorbate' 'Sodium Benzoate' 'Citric Acid' 'Phenoxyethanol'
 'Ethylhexylglycerin']",28,"['good_for_oily_skin' 'skin_texture' 'reduces_large_pores' 'anti_aging'
 'dark_spots' 'scar_healing' 'acne_fighting' 'brightening' 'drying'
 'irritating']","['good_for_oily_skin' 'skin_texture' 'reduces_large_pores' 'anti_aging'
 'dark_spots' 'scar_healing' 'acne_fighting' 'brightening']",['drying' 'irritating'],[],8,2,0,True,False,True,False,False,False,False,True,False,True,False,True,"['Helianthus Annuus Seed Oil', 'Hydroxypinacolone Retinoate', 'Inonotus Obliquus Extract', 'Citrus Aurantium Amara Flower Extract', 'Jasminum Officinale Flower Extract', 'Lavandula Angustifolia Flower Extract', 'Rose Extract', 'Paeonia Officinalis Flower Extract', 'Prunus Serrulata Flower Extract', 'Sambucus Nigra Flower Extract', 'Rosa Damascena Flower Oil', 'Tocopherol']","['Glycerin', 'Ethylhexylglycerin']","['Glyceryl Stearate SE', 'Helianthus Annuus Seed Oil', 'Coco-Caprylate/Caprate', 'Cetyl Esters', 'Chenopodium Quinoa Seed Oil', 'Caprylic/Capric Triglyceride']",[],[],['Hydroxypinacolone Retinoate'],[],"['Helianthus Annuus Seed Oil', 'Inonotus Obliquus Extract', 'Chenopodium Quinoa Seed Oil', 'Rosa Damascena Flower Water', 'Citrus Aurantium Amara Flower Extract', 'Jasminum Officinale Flower Extract', 'Lavandula Angustifolia Flower Extract', 'Rose Extract', 'Paeonia Officinalis Flower Extract', 'Prunus Serrulata Flower Extract', 'Sambucus Nigra Flower Extract', 'Caprylic/Capric Triglyceride']",[],[],"['Glycerin', 'Cetyl Esters', 'Caprylic/Capric Triglyceride', 'Dimethyl Isosorbide', 'Sclerotium Gum']","['Rosa Damascena Flower Water', 'Rosa Damascena Flower Oil']",['Rosa Damascena Flower Oil'],[]
Beyou Cosmetics,Hyaluronic Acid Gel Moisturizer,general moisturizer,United States,"['Water' 'Glycerin' 'Methylpropanediol' 'Pentylene Glycol'
 'Chondrus Crispus Extract' 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer'
 'Panthenol' 'Tromethamine' 'Saccharum Officinarum Extract'
 'Phenoxyethanol' 'Ethylhexylglycerin' 'Disodium EDTA'
 'Sodium Hyaluronate' 'Tocopherol']",14,['hydrating' 'reduces_irritation' 'brightening'],['hydrating' 'reduces_irritation' 'brightening'],[],[],3,0,0,False,False,False,False,True,False,False,False,False,False,False,True,"['Chondrus Crispus Extract', 'Saccharum Officinarum Extract', 'Sodium Hyaluronate', 'Tocopherol']","['Glycerin', 'Methylpropanediol', 'Pentylene Glycol', 'Panthenol', 'Ethylhexylglycerin', 'Sodium Hyaluronate']",[],[],[],[],[],"['Chondrus Crispus Extract', 'Saccharum Officinarum Extract']",[],[],"['Glycerin', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer']",[],[],[]
Neogen,Dermalogy Real Ferment Micro Essence,essence,South Korea,"['Bifida Ferment Lysate' 'Saccharomyces Ferment Filtrate'
 'Betula Platyphylla Japonica Juice' 'Rice Ferment Filtrate'
 'Aspergillus Ferment' 'Glycerin' 'Dipropylene Glycol' 'Methyl Gluceth-20'
 'Water' 'Betaine' 'Camellia Sinensis Leaf Extract' 'Ethylhexylglycerin'
 'Trehalose' 'Lactobacillus' 'Peg-60 Hydrogenated Castor Oil'
 'Caprylyl Glycol' 'Trideceth-10'
 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer' 'Tromethamine'
 '2-Hexanediol' 'Tropolone' 'Allantoin' 'Butylene Glycol'
 'Coptis Japonica Extract' 'Arginine' 'Hydroxypropyl Methylcellulose'
 'Hydrogenated Lecithin' 'Calcium Carbonate' 'Sodium Hyaluronate'
 'Adenosine' 'Niacinamide' 'Dextrin' 'Glycine' 'Serine' 'Glutamic Acid'
 'Aspartic Acid' 'Leucine' 'Alanine' 'Lysine' 'Tyrosine' 'Phenylalanine'
 'Proline' 'Threonine' 'Valine' 'Isoleucine' 'Phenoxyethanol' 'Histidine'
 'Methionine' 'Cysteine']",49,"['hydrating' 'good_for_oily_skin' 'redness_reducing' 'acne_fighting'
 'brightening']","['hydrating' 'good_for_oily_skin' 'redness_reducing' 'acne_fighting'
 'brightening']",[],[],5,0,0,False,False,False,False,True,True,False,False,False,False,False,True,"['Saccharomyces Ferment Filtrate', 'Aspergillus Ferment', 'Camellia Sinensis Leaf Extract', 'Tropolone', 'Coptis Japonica Extract', 'Arginine', 'Sodium Hyaluronate', 'Niacinamide', 'Serine', 'Aspartic Acid', 'Alanine', 'Lysine', 'Phenylalanine', 'Threonine', 'Histidine', 'Methionine']","['Bifida Ferment Lysate', 'Saccharomyces Ferment Filtrate', 'Glycerin', 'Methyl Gluceth-20', 'Betaine', 'Ethylhexylglycerin', 'Trehalose', 'Butylene Glycol', 'Arginine', 'Sodium Hyaluronate', 'Niacinamide', 'Glycine', 'Serine', 'Glutamic Acid', 'Leucine', 'Lysine', 'Proline', 'Threonine', 'Valine', 'Isoleucine', 'Methionine', 'Cysteine']","['PEG-60 Hydrogenated Castor Oil', 'Hydrogenated Lecithin']",['Calcium Carbonate'],[],[],[],"['Saccharomyces Ferment Filtrate', 'Camellia Sinensis Leaf Extract', 'PEG-60 Hydrogenated Castor Oil', 'Caprylyl Glycol', 'Allantoin', 'Coptis Japonica Extract', 'Adenosine']","['Calcium Carbonate', 'Dextrin']",['Hydroxypropyl Methylcellulose'],"['Glycerin', 'Dipropylene Glycol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Butylene Glycol', 'Hydroxypropyl Methylcellulose', 'Dextrin']",[],[],[]
Whamisa,Organic Flowers Apple Sebum Treatment,facial treatment,,"['Houttuynia Cordata Extract 35%'
 'Rosmarinus Officinalis Leaf Extract 31.9%'
 'Lavandula Angustifolia Extract 20%' 'Centella Asiatica Extract 4%'
 'Alcohol 4%' 'Pyrus Malus Fruit Extract 1%'
 'Caulerpa Lentillifera Extract' 'Erythritol' 'Algin' 'Betaine'
 'Hyaluronic Acid' 'Propylene Glycol' 'Gluconolactone'
 'Betaine Salicylate' 'Levulinic Acid' 'Lactobacillus 0.01%'
 'Lactobacillus/Lemon Peel Ferment Extract']",17,"['good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'skin_texture' 'reduces_large_pores' 'anti_aging' 'scar_healing'
 'brightening' 'irritating' 'rosacea']","['good_for_oily_skin' 'redness_reducing' 'reduces_irritation'
 'skin_texture' 'reduces_large_pores' 'anti_aging' 'scar_healing'
 'brightening']",['irritating'],['rosacea'],8,1,1,False,False,False,False,True,False,False,False,False,False,False,True,"['Houttuynia Cordata Extract 35%', 'Rosmarinus Officinalis Leaf Extract 31.9%', 'Lavandula Angustifolia Extract 20%', 'Centella Asiatica Extract 4%', 'Pyrus Malus Fruit Extract 1%', 'Caulerpa Lentillifera Extract', 'Algin', 'Hyaluronic Acid', 'Levulinic Acid', 'Lactobacillus/Lemon Peel Ferment Extract']","['Betaine', 'Hyaluronic Acid', 'Propylene Glycol', 'Levulinic Acid']",['Algin'],[],[],[],"['Gluconolactone', 'Betaine Salicylate']","['Houttuynia Cordata Extract 35%', 'Rosmarinus Officinalis Leaf Extract 31.9%', 'Lavandula Angustifolia Extract 20%', 'Centella Asiatica Extract 4%', 'Pyrus Malus Fruit Extract 1%', 'Caulerpa Lentillifera Extract', 'Algin', 'Lactobacillus/Lemon Peel Ferment Extract']",[],[],"['Hyaluronic Acid', 'Propylene Glycol']",[],[],[]
